block_height,token_denom,token_amount,weight,token_denom,token_amount,weight
8292300,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509990785029,536870912000000,uosmo,33726490797029,536870912000000
8292301,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292302,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509990785029,536870912000000,uosmo,33726490797029,536870912000000
8292303,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509990785029,536870912000000,uosmo,33726490797029,536870912000000
8292304,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292305,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509990785029,536870912000000,uosmo,33726490797029,536870912000000
8292306,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509990785029,536870912000000,uosmo,33726490797029,536870912000000
8292307,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510026287351,536870912000000,uosmo,33726018618492,536870912000000
8292308,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509990785029,536870912000000,uosmo,33726490797029,536870912000000
8292309,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509968343255,536870912000000,uosmo,33726792997294,536870912000000
8292310,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509887540355,536870912000000,uosmo,33727891587162,536870912000000
8292311,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292312,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292313,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509887540355,536870912000000,uosmo,33727891587162,536870912000000
8292314,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292315,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510003008247,536870912000000,uosmo,33726342130430,536870912000000
8292316,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510046300335,536870912000000,uosmo,33725749446423,536870912000000
8292317,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509887540355,536870912000000,uosmo,33727891587162,536870912000000
8292318,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509990785029,536870912000000,uosmo,33726490797029,536870912000000
8292319,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292320,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292321,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510026287351,536870912000000,uosmo,33726018618492,536870912000000
8292322,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510138461610,536870912000000,uosmo,33724524033924,536870912000000
8292323,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292324,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509990785029,536870912000000,uosmo,33726490797029,536870912000000
8292325,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510004540355,536870912000000,uosmo,33726321523239,536870912000000
8292326,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292327,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967104612,536870912000000,uosmo,33726810599896,536870912000000
8292328,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509966343255,536870912000000,uosmo,33726820624344,536870912000000
8292329,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509968343255,536870912000000,uosmo,33726792997294,536870912000000
8292330,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967104612,536870912000000,uosmo,33726810599896,536870912000000
8292331,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509966343255,536870912000000,uosmo,33726820624344,536870912000000
8292332,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967104612,536870912000000,uosmo,33726810599896,536870912000000
8292333,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510026287351,536870912000000,uosmo,33726018618492,536870912000000
8292334,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509968343255,536870912000000,uosmo,33726792997294,536870912000000
8292335,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510046300335,536870912000000,uosmo,33725749446423,536870912000000
8292336,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509968343255,536870912000000,uosmo,33726792997294,536870912000000
8292337,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292338,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510046300335,536870912000000,uosmo,33725749446423,536870912000000
8292339,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509887540355,536870912000000,uosmo,33727891587162,536870912000000
8292340,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509887540355,536870912000000,uosmo,33727891587162,536870912000000
8292341,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510004540355,536870912000000,uosmo,33726321523239,536870912000000
8292342,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967104612,536870912000000,uosmo,33726810599896,536870912000000
8292343,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967085655,536870912000000,uosmo,33726810855146,536870912000000
8292344,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510046300335,536870912000000,uosmo,33725749446423,536870912000000
8292345,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510004540355,536870912000000,uosmo,33726321523239,536870912000000
8292346,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509968343255,536870912000000,uosmo,33726792997294,536870912000000
8292347,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967104612,536870912000000,uosmo,33726810599896,536870912000000
8292348,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510026287351,536870912000000,uosmo,33726018618492,536870912000000
8292349,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967085655,536870912000000,uosmo,33726810855146,536870912000000
8292350,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510003008247,536870912000000,uosmo,33726342130430,536870912000000
8292351,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510026287351,536870912000000,uosmo,33726018618492,536870912000000
8292352,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967085655,536870912000000,uosmo,33726810855146,536870912000000
8292353,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509966343255,536870912000000,uosmo,33726820624344,536870912000000
8292354,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967085655,536870912000000,uosmo,33726810855146,536870912000000
8292355,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510046300335,536870912000000,uosmo,33725749446423,536870912000000
8292356,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292357,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967104612,536870912000000,uosmo,33726810599896,536870912000000
8292358,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510004540355,536870912000000,uosmo,33726321523239,536870912000000
8292359,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292360,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509887540355,536870912000000,uosmo,33727891587162,536870912000000
8292361,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509968343255,536870912000000,uosmo,33726792997294,536870912000000
8292362,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510004540355,536870912000000,uosmo,33726321523239,536870912000000
8292363,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510046300335,536870912000000,uosmo,33725749446423,536870912000000
8292364,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967085655,536870912000000,uosmo,33726810855146,536870912000000
8292365,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292366,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509968343255,536870912000000,uosmo,33726792997294,536870912000000
8292367,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509966343255,536870912000000,uosmo,33726820624344,536870912000000
8292368,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509968343255,536870912000000,uosmo,33726792997294,536870912000000
8292369,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510003008247,536870912000000,uosmo,33726342130430,536870912000000
8292370,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510046300335,536870912000000,uosmo,33725749446423,536870912000000
8292371,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509887540355,536870912000000,uosmo,33727891587162,536870912000000
8292372,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509887540355,536870912000000,uosmo,33727891587162,536870912000000
8292373,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510026287351,536870912000000,uosmo,33726018618492,536870912000000
8292374,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510003008247,536870912000000,uosmo,33726342130430,536870912000000
8292375,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292376,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292377,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967104612,536870912000000,uosmo,33726810599896,536870912000000
8292378,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510138461610,536870912000000,uosmo,33724524033924,536870912000000
8292379,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509966343255,536870912000000,uosmo,33726820624344,536870912000000
8292380,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509966343255,536870912000000,uosmo,33726820624344,536870912000000
8292381,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509991862187,536870912000000,uosmo,33726476339783,536870912000000
8292382,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967085655,536870912000000,uosmo,33726810855146,536870912000000
8292383,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509966343255,536870912000000,uosmo,33726820624344,536870912000000
8292384,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510004540355,536870912000000,uosmo,33726321523239,536870912000000
8292385,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510026287351,536870912000000,uosmo,33726018618492,536870912000000
8292386,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510046300335,536870912000000,uosmo,33725749446423,536870912000000
8292387,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509946300335,536870912000000,uosmo,33727090443158,536870912000000
8292388,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509966343255,536870912000000,uosmo,33726820624344,536870912000000
8292389,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510026287351,536870912000000,uosmo,33726018618492,536870912000000
8292390,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967104612,536870912000000,uosmo,33726810599896,536870912000000
8292391,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510003008247,536870912000000,uosmo,33726342130430,536870912000000
8292392,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510004540355,536870912000000,uosmo,33726321523239,536870912000000
8292393,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510026287351,536870912000000,uosmo,33726018618492,536870912000000
8292394,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967085655,536870912000000,uosmo,33726810855146,536870912000000
8292395,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967104612,536870912000000,uosmo,33726810599896,536870912000000
8292396,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509967085655,536870912000000,uosmo,33726810855146,536870912000000
8292397,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2509887540355,536870912000000,uosmo,33727891587162,536870912000000
8292398,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510003008247,536870912000000,uosmo,33726342130430,536870912000000
8292399,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2510004540355,536870912000000,uosmo,33726321523239,536870912000000
