block_height,token_denom,token_amount,weight,token_denom,token_amount,weight
8291400,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507326375769,536870912000000,uosmo,33762167217384,536870912000000
8291401,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291402,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508080936362,536870912000000,uosmo,33752032538341,536870912000000
8291403,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508080936362,536870912000000,uosmo,33752032538341,536870912000000
8291404,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507326375769,536870912000000,uosmo,33762167217384,536870912000000
8291405,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507326375769,536870912000000,uosmo,33762167217384,536870912000000
8291406,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508074114716,536870912000000,uosmo,33752125913702,536870912000000
8291407,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507326375769,536870912000000,uosmo,33762167217384,536870912000000
8291408,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291409,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507326375769,536870912000000,uosmo,33762167217384,536870912000000
8291410,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507326375769,536870912000000,uosmo,33762167217384,536870912000000
8291411,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507326375769,536870912000000,uosmo,33762167217384,536870912000000
8291412,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295693355,536870912000000,uosmo,33762581968341,536870912000000
8291413,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507318533121,536870912000000,uosmo,33762273844215,536870912000000
8291414,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507326375769,536870912000000,uosmo,33762167217384,536870912000000
8291415,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291416,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508074114716,536870912000000,uosmo,33752125913702,536870912000000
8291417,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291418,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508130112756,536870912000000,uosmo,33751371463784,536870912000000
8291419,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507326375769,536870912000000,uosmo,33762167217384,536870912000000
8291420,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291421,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507326375769,536870912000000,uosmo,33762167217384,536870912000000
8291422,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291423,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291424,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291425,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295693355,536870912000000,uosmo,33762581968341,536870912000000
8291426,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507318533121,536870912000000,uosmo,33762273844215,536870912000000
8291427,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291428,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291429,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295693355,536870912000000,uosmo,33762581968341,536870912000000
8291430,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295693355,536870912000000,uosmo,33762581968341,536870912000000
8291431,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508054114716,536870912000000,uosmo,33752395333023,536870912000000
8291432,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295693355,536870912000000,uosmo,33762581968341,536870912000000
8291433,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291434,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295693355,536870912000000,uosmo,33762581968341,536870912000000
8291435,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291436,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291437,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508074114716,536870912000000,uosmo,33752125913702,536870912000000
8291438,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295693355,536870912000000,uosmo,33762581968341,536870912000000
8291439,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291440,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508080936362,536870912000000,uosmo,33752032538341,536870912000000
8291441,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291442,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508074114716,536870912000000,uosmo,33752125913702,536870912000000
8291443,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291444,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291445,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291446,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291447,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291448,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295693355,536870912000000,uosmo,33762581968341,536870912000000
8291449,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291450,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508074114716,536870912000000,uosmo,33752125913702,536870912000000
8291451,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508074114716,536870912000000,uosmo,33752125913702,536870912000000
8291452,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291453,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291454,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295693355,536870912000000,uosmo,33762581968341,536870912000000
8291455,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508074114716,536870912000000,uosmo,33752125913702,536870912000000
8291456,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295693355,536870912000000,uosmo,33762581968341,536870912000000
8291457,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507318533121,536870912000000,uosmo,33762273844215,536870912000000
8291458,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508074114716,536870912000000,uosmo,33752125913702,536870912000000
8291459,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508130112756,536870912000000,uosmo,33751371463784,536870912000000
8291460,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507318533121,536870912000000,uosmo,33762273844215,536870912000000
8291461,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291462,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508130112756,536870912000000,uosmo,33751371463784,536870912000000
8291463,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295693355,536870912000000,uosmo,33762581968341,536870912000000
8291464,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291465,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291466,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508080936362,536870912000000,uosmo,33752032538341,536870912000000
8291467,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508074114716,536870912000000,uosmo,33752125913702,536870912000000
8291468,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508130112756,536870912000000,uosmo,33751371463784,536870912000000
8291469,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295693355,536870912000000,uosmo,33762581968341,536870912000000
8291470,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507319471632,536870912000000,uosmo,33762261181374,536870912000000
8291471,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291472,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508074114716,536870912000000,uosmo,33752125913702,536870912000000
8291473,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295693355,536870912000000,uosmo,33762581968341,536870912000000
8291474,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508074114716,536870912000000,uosmo,33752125913702,536870912000000
8291475,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508074114716,536870912000000,uosmo,33752125913702,536870912000000
8291476,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508130112756,536870912000000,uosmo,33751371463784,536870912000000
8291477,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291478,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507318533121,536870912000000,uosmo,33762273844215,536870912000000
8291479,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508130112756,536870912000000,uosmo,33751371463784,536870912000000
8291480,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508074114716,536870912000000,uosmo,33752125913702,536870912000000
8291481,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508080936362,536870912000000,uosmo,33752032538341,536870912000000
8291482,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507318533121,536870912000000,uosmo,33762273844215,536870912000000
8291483,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291484,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291485,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2508080936362,536870912000000,uosmo,33752032538341,536870912000000
8291486,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291487,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291488,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295755292,536870912000000,uosmo,33762581132637,536870912000000
8291489,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2507295693355,536870912000000,uosmo,33762581968341,536870912000000
