block_height,token_denom,token_amount,weight,token_denom,token_amount,weight
8270700,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512991087977,536870912000000,uosmo,33694699575346,536870912000000
8270701,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513124032650,536870912000000,uosmo,33692644105887,536870912000000
8270702,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513049176712,536870912000000,uosmo,33693921703586,536870912000000
8270703,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513112878501,536870912000000,uosmo,33693043895293,536870912000000
8270704,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512991087977,536870912000000,uosmo,33694699575346,536870912000000
8270705,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513049176712,536870912000000,uosmo,33693921703586,536870912000000
8270706,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513071317740,536870912000000,uosmo,33693625196692,536870912000000
8270707,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512991087977,536870912000000,uosmo,33694699575346,536870912000000
8270708,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513132877367,536870912000000,uosmo,33692776042880,536870912000000
8270709,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513112878501,536870912000000,uosmo,33693043895293,536870912000000
8270710,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513112878501,536870912000000,uosmo,33693043895293,536870912000000
8270711,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512991087977,536870912000000,uosmo,33694699575346,536870912000000
8270712,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513132877367,536870912000000,uosmo,33692776042880,536870912000000
8270713,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513049176712,536870912000000,uosmo,33693921703586,536870912000000
8270714,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513132877367,536870912000000,uosmo,33692776042880,536870912000000
8270715,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513049176712,536870912000000,uosmo,33693921703586,536870912000000
8270716,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513112877367,536870912000000,uosmo,33693043910539,536870912000000
8270717,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513112877367,536870912000000,uosmo,33693043910539,536870912000000
8270718,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513132877367,536870912000000,uosmo,33692776042880,536870912000000
8270719,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513049176712,536870912000000,uosmo,33693921703586,536870912000000
8270720,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513071317740,536870912000000,uosmo,33693625196692,536870912000000
8270721,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513109998192,536870912000000,uosmo,33692831863550,536870912000000
8270722,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513132877367,536870912000000,uosmo,33692776042880,536870912000000
