block_height,token_denom,token_amount,weight,token_denom,token_amount,weight
8290200,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503815604064,536870912000000,uosmo,33809820110971,536870912000000
8290201,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2504520870348,536870912000000,uosmo,33800310136556,536870912000000
8290202,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503815604064,536870912000000,uosmo,33809820110971,536870912000000
8290203,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2504520870348,536870912000000,uosmo,33800310136556,536870912000000
8290204,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503786970582,536870912000000,uosmo,33810205240337,536870912000000
8290205,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503815604064,536870912000000,uosmo,33809820110971,536870912000000
8290206,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2504520543165,536870912000000,uosmo,33800314556547,536870912000000
8290207,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503815604064,536870912000000,uosmo,33809820110971,536870912000000
8290208,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503786970582,536870912000000,uosmo,33810205240337,536870912000000
8290209,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503994494951,536870912000000,uosmo,33807407513309,536870912000000
8290210,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503815604064,536870912000000,uosmo,33809820110971,536870912000000
8290211,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503786970582,536870912000000,uosmo,33810205240337,536870912000000
8290212,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2504520543165,536870912000000,uosmo,33800314556547,536870912000000
8290213,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2504095044951,536870912000000,uosmo,33806051367899,536870912000000
8290214,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2504094494951,536870912000000,uosmo,33806058778219,536870912000000
8290215,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503786970582,536870912000000,uosmo,33810205240337,536870912000000
8290216,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2504520870348,536870912000000,uosmo,33800310136556,536870912000000
8290217,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2504540688937,536870912000000,uosmo,33800042136556,536870912000000
8290218,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503815604064,536870912000000,uosmo,33809820110971,536870912000000
8290219,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2504094494951,536870912000000,uosmo,33806058778219,536870912000000
8290220,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2504520543165,536870912000000,uosmo,33800314556547,536870912000000
8290221,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2504540688937,536870912000000,uosmo,33800042136556,536870912000000
8290222,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503815604064,536870912000000,uosmo,33809820110971,536870912000000
8290223,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503994526307,536870912000000,uosmo,33807407089092,536870912000000
8290224,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2504520870348,536870912000000,uosmo,33800310136556,536870912000000
8290225,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503994494951,536870912000000,uosmo,33807407513309,536870912000000
8290226,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2504520870348,536870912000000,uosmo,33800310136556,536870912000000
8290227,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503786970582,536870912000000,uosmo,33810205240337,536870912000000
8290228,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503994526307,536870912000000,uosmo,33807407089092,536870912000000
8290229,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503815604064,536870912000000,uosmo,33809820110971,536870912000000
8290230,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503786970582,536870912000000,uosmo,33810205240337,536870912000000
8290231,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503815604064,536870912000000,uosmo,33809820110971,536870912000000
8290232,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503786970582,536870912000000,uosmo,33810205240337,536870912000000
8290233,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2503786970582,536870912000000,uosmo,33810205240337,536870912000000
