block_height,token_denom,token_amount,weight,token_denom,token_amount,weight
8270800,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103399711,536870912000000,uosmo,33692921013941,536870912000000
8270801,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513083384079,536870912000000,uosmo,33693189632445,536870912000000
8270802,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270803,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103399711,536870912000000,uosmo,33692921013941,536870912000000
8270804,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103433060,536870912000000,uosmo,33692920562896,536870912000000
8270805,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103433060,536870912000000,uosmo,33692920562896,536870912000000
8270806,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103433060,536870912000000,uosmo,33692920562896,536870912000000
8270807,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513083384079,536870912000000,uosmo,33693189632445,536870912000000
8270808,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103399711,536870912000000,uosmo,33692921013941,536870912000000
8270809,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270810,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103433060,536870912000000,uosmo,33692920562896,536870912000000
8270811,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270812,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103399711,536870912000000,uosmo,33692921013941,536870912000000
8270813,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270814,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270815,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270816,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513063250585,536870912000000,uosmo,33693460374264,536870912000000
8270817,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270818,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270819,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270820,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513083314983,536870912000000,uosmo,33693191096312,536870912000000
8270821,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270822,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513063250585,536870912000000,uosmo,33693460374264,536870912000000
8270823,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513083384079,536870912000000,uosmo,33693189632445,536870912000000
8270824,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103433060,536870912000000,uosmo,33692920562896,536870912000000
8270825,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103433060,536870912000000,uosmo,33692920562896,536870912000000
8270826,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103433060,536870912000000,uosmo,33692920562896,536870912000000
8270827,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103399711,536870912000000,uosmo,33692921013941,536870912000000
8270828,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103433060,536870912000000,uosmo,33692920562896,536870912000000
8270829,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103399711,536870912000000,uosmo,33692921013941,536870912000000
8270830,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103399711,536870912000000,uosmo,33692921013941,536870912000000
8270831,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103433060,536870912000000,uosmo,33692920562896,536870912000000
8270832,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513063250585,536870912000000,uosmo,33693460374264,536870912000000
8270833,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270834,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513063250585,536870912000000,uosmo,33693460374264,536870912000000
8270835,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270836,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513063250585,536870912000000,uosmo,33693460910826,536870912000000
8270837,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270838,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270839,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103399711,536870912000000,uosmo,33692921013941,536870912000000
8270840,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270841,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270842,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513083384079,536870912000000,uosmo,33693189632445,536870912000000
8270843,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270844,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513083384079,536870912000000,uosmo,33693189632445,536870912000000
8270845,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513043250585,536870912000000,uosmo,33693728791352,536870912000000
8270846,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270847,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270848,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513063250585,536870912000000,uosmo,33693460374264,536870912000000
8270849,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
8270850,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2513103384079,536870912000000,uosmo,33692921760483,536870912000000
