block_height,token_denom,token_amount,weight,token_denom,token_amount,weight
8275600,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512450264542,536870912000000,uosmo,33701246295883,536870912000000
8275601,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512434880216,536870912000000,uosmo,33701451842430,536870912000000
8275602,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512417880937,536870912000000,uosmo,33701678608782,536870912000000
8275603,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512483199774,536870912000000,uosmo,33700805785887,536870912000000
8275604,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512434880216,536870912000000,uosmo,33701451842430,536870912000000
8275605,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512482496055,536870912000000,uosmo,33700815235522,536870912000000
8275606,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512417880937,536870912000000,uosmo,33701678608782,536870912000000
8275607,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512450264542,536870912000000,uosmo,33701246295883,536870912000000
8275608,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512483199774,536870912000000,uosmo,33700805785887,536870912000000
8275609,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512417880937,536870912000000,uosmo,33701678608782,536870912000000
8275610,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512482496055,536870912000000,uosmo,33700815235522,536870912000000
8275611,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512477818253,536870912000000,uosmo,33700877825874,536870912000000
8275612,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512450264542,536870912000000,uosmo,33701246295883,536870912000000
8275613,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512434880216,536870912000000,uosmo,33701451842430,536870912000000
8275614,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512434880216,536870912000000,uosmo,33701451842430,536870912000000
8275615,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512417880937,536870912000000,uosmo,33701678608782,536870912000000
8275616,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512450264542,536870912000000,uosmo,33701246295883,536870912000000
8275617,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512483199774,536870912000000,uosmo,33700805785887,536870912000000
8275618,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512434880216,536870912000000,uosmo,33701451842430,536870912000000
8275619,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512482565906,536870912000000,uosmo,33700814296698,536870912000000
8275620,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512450264542,536870912000000,uosmo,33701246295883,536870912000000
8275621,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512450264542,536870912000000,uosmo,33701246295883,536870912000000
8275622,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512482565906,536870912000000,uosmo,33700814296698,536870912000000
8275623,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512417880937,536870912000000,uosmo,33701678608782,536870912000000
8275624,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512434880216,536870912000000,uosmo,33701451842430,536870912000000
8275625,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512483199774,536870912000000,uosmo,33700805785887,536870912000000
8275626,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512483199774,536870912000000,uosmo,33700805785887,536870912000000
8275627,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512483199774,536870912000000,uosmo,33700805785887,536870912000000
8275628,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512434880216,536870912000000,uosmo,33701451842430,536870912000000
8275629,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512513241009,536870912000000,uosmo,33700403421166,536870912000000
8275630,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512477818253,536870912000000,uosmo,33700877825874,536870912000000
8275631,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512482496055,536870912000000,uosmo,33700815235522,536870912000000
8275632,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512477818253,536870912000000,uosmo,33700877825874,536870912000000
8275633,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512482565906,536870912000000,uosmo,33700814296698,536870912000000
8275634,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512483199774,536870912000000,uosmo,33700805785887,536870912000000
8275635,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512477818253,536870912000000,uosmo,33700877825874,536870912000000
8275636,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512477818253,536870912000000,uosmo,33700877825874,536870912000000
8275637,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512488056130,536870912000000,uosmo,33700740731016,536870912000000
8275638,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512488056130,536870912000000,uosmo,33700740731016,536870912000000
8275639,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512483199774,536870912000000,uosmo,33700805785887,536870912000000
8275640,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512483199774,536870912000000,uosmo,33700805785887,536870912000000
8275641,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512500069812,536870912000000,uosmo,33700579911022,536870912000000
8275642,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512488056130,536870912000000,uosmo,33700740731016,536870912000000
8275643,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512482496055,536870912000000,uosmo,33700815235522,536870912000000
8275644,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512477818253,536870912000000,uosmo,33700877825874,536870912000000
8275645,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512482565906,536870912000000,uosmo,33700814296698,536870912000000
8275646,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512482565906,536870912000000,uosmo,33700814296698,536870912000000
8275647,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512500069812,536870912000000,uosmo,33700579911022,536870912000000
8275648,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512488056130,536870912000000,uosmo,33700740731016,536870912000000
8275649,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512483199774,536870912000000,uosmo,33700805785887,536870912000000
8275650,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512482565906,536870912000000,uosmo,33700814296698,536870912000000
8275651,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512483199774,536870912000000,uosmo,33700805785887,536870912000000
8275652,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512483199774,536870912000000,uosmo,33700805785887,536870912000000
8275653,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512482496055,536870912000000,uosmo,33700815235522,536870912000000
8275654,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512500069812,536870912000000,uosmo,33700579911022,536870912000000
8275655,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512513241009,536870912000000,uosmo,33700403421166,536870912000000
8275656,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512483199774,536870912000000,uosmo,33700805785887,536870912000000
8275657,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512513241009,536870912000000,uosmo,33700403421166,536870912000000
8275658,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512450264542,536870912000000,uosmo,33701246295883,536870912000000
8275659,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2512482565906,536870912000000,uosmo,33700814296698,536870912000000
